Index,Predicate,V POS,Head Word,Head Word POS,Phrase type,Path,Relative Position,Target
1131,incurred,VBN,a,DT,NP,VBN1VP0NP0,1,ARG1
1132,reached,VBN,could,MD,MD,VBN1VP1VP1VP0MD0,0,ARGM-MOD
1133,reached,VBN,n't,RB,RB,VBN1VP1VP1VP0RB0,0,ARGM-NEG
1135,reached,VBN,for,IN,PP-PRP,VBN1VP0PP-PRP0,1,ARGM-PNC
1136,work,VB,Mr.,NNP,NP-SBJ,VB1VP1VP1VP1S0NP-SBJ0,0,ARG0
1137,work,VB,will,MD,MD,VB1VP1VP1VP0MD0,0,ARGM-MOD
1140,had,VBD,he,PRP,NP-SBJ,VBD1VP1S0NP-SBJ0,0,ARG0
1141,had,VBD,the,DT,NP,VBD1VP1S1SBAR1NP0NP0,0,ARG1
1143,Regarded,VBN,*-25,-NONE-,-NONE-,VBN1VP1S-ADV0NP-SBJ-10-NONE-0,0,ARG1
1147,paid,VBN,at,IN,PP-LOC,VBN1VP0PP-LOC0,1,ARGM-LOC
1149,paid,VBN,At,IN,PP-LOC,VBN1VP1VP1VP1S0PP-LOC0,0,ARGM-LOC
1150,paid,VBN,will,MD,MD,VBN1VP1VP1VP0MD0,0,ARGM-MOD
1151,paid,VBN,he,PRP,NP-SBJ-26,VBN1VP1VP1VP1S0NP-SBJ-260,0,ARG2
1152,paid,VBN,$,$,NP,VBN1VP0NP0,1,ARG1
1153,includes,VBZ,Besides,IN,PP,VBZ1VP1S0PP0,0,ARGM-ADV
1154,includes,VBZ,other,JJ,NP-SBJ,VBZ1VP1S0NP-SBJ0,0,ARG2
1155,includes,VBZ,Neil,NNP,NP,VBZ1VP0NP0,1,ARG1
1156,came,VBD,All,DT,NP-SBJ,VBD1VP1S0NP-SBJ0,0,ARG1
1157,came,VBD,from,IN,PP-DIR,VBD1VP0PP-DIR0,1,ARG2-from
1158,employs,VBZ,Cray,NNP,NP,VBZ1VP1S1SBAR1NP-SBJ0NP0,0,ARG0
1159,employs,VBZ,currently,RB,ADVP-TMP,VBZ1VP1S0ADVP-TMP0,0,ARGM-TMP
1160,employs,VBZ,241,CD,NP,VBZ1VP0NP0,1,ARG1
1161,said,VBD,Cray,NNP,NP-SBJ,VBD1VP1S0NP-SBJ0,0,ARG0
1162,said,VBD,0,-NONE-,SBAR,VBD1VP0SBAR0,1,ARG1
1163,expects,VBZ,it,PRP,NP-SBJ,VBZ1VP1S0NP-SBJ0,0,ARG0
1164,expects,VBZ,a,DT,NP,VBZ1VP0NP0,1,ARG1
1166,named,VBN,John,NNP,NP-SBJ-27,VBN1VP1VP1S0NP-SBJ-270,0,ARG1
1167,named,VBN,senior,JJ,NP-PRD,VBN1VP0S0NP-PRD0,1,ARG2
1168,continue,VB,He,PRP,NP-SBJ-1,VB1VP1VP1S0NP-SBJ-10,0,ARG1
1169,continue,VB,will,MD,MD,VB1VP1VP0MD0,0,ARGM-MOD
1171,report,VB,to,TO,PP-CLR,VB1VP0PP-CLR0,1,ARG2-to
1172,named,VBN,Arthur,NNP,NP-SBJ-28,VBN1VP1VP1S0NP-SBJ-280,0,ARG1
1174,named,VBN,John,NNP,NP-SBJ-1,VBN1VP1VP1S0NP-SBJ-10,0,ARG1
1176,succeed,VB,John,NNP,NP-SBJ-1,VB1VP1VP1S1VP1VP1S0NP-SBJ-10,0,ARG0
1177,succeed,VB,Mr.,NNP,NP,VB1VP0NP0,1,ARG1
1178,succeed,VB,as,IN,PP-CLR,VB1VP0PP-CLR0,1,ARG2-as
1180,named,VBN,senior,JJ,NP-PRD,VBN1VP0S0NP-PRD0,1,ARG2
1181,claiming,VBG,The,DT,NP-SBJ-1,VBG1VP1S-ADV1S0NP-SBJ-10,0,ARG0
1182,claiming,VBG,some,DT,NP,VBG1VP0NP0,1,ARG1
1183,removed,VBD,The,DT,NP-SBJ-1,VBD1VP1S0NP-SBJ-10,0,ARG0
1185,removed,VBD,South,NNP,NP,VBD1VP0NP0,1,ARG1
1186,removed,VBD,from,IN,PP-CLR,VBD1VP0PP-CLR0,1,ARG2-from
1187,watching,VBG,it,PRP,NP-SBJ,VBG1VP1VP1S0NP-SBJ0,0,ARG0
1188,watching,VBG,closely,RB,ADVP-MNR,VBG1VP0ADVP-MNR0,0,ARGM-MNR
1189,watching,VBG,countries,NNS,NP,VBG1VP1VP1S1SBAR1NP0NP0,0,ARG1
1190,watching,VBG,for,IN,PP-CLR,VBG1VP0PP-CLR0,1,ARGM-CAU
1191,failing,VBG,countries,NNS,NP,VBG1VP1S-NOM1PP-CLR1VP1VP1S1SBAR1NP0NP0,0,ARG1
1192,failing,VBG,allegedly,RB,ADVP,VBG1VP0ADVP0,0,ARGM-ADV
1194,honor,VB,countries,NNS,NP,VB1VP1VP1S1VP1S-NOM1PP-CLR1VP1VP1S1SBAR1NP0NP0,0,ARG0
1195,honor,VB,U.S.,NNP,NP,VB1VP0NP0,1,ARG1
1197,remain,VB,five,CD,NP-SBJ,VB1VP1VP1S-TPC-10NP-SBJ0,0,ARG1
1198,remain,VB,will,MD,MD,VB1VP1VP0MD0,0,ARGM-MOD
1199,remain,VB,on,IN,PP-LOC-PRD,VB1VP0PP-LOC-PRD0,1,ARG3-on
1200,remain,VB,as,IN,PP-PRP,VB1VP0PP-PRP0,1,ARGM-CAU
1201,announced,VBD,U.S.,NNP,NP-SBJ,VBD1VP1S0NP-SBJ0,0,ARG0
1202,announced,VBD,However,RB,S-TPC-1,VBD1VP1S0S-TPC-10,0,ARG1
1203,face,VB,Under,IN,PP-LOC,VB1VP1VP1S0PP-LOC0,0,ARGM-LOC
1204,face,VB,those,DT,NP-SBJ,VB1VP1VP1S0NP-SBJ0,0,ARG0
1205,face,VB,could,MD,MD,VB1VP1VP0MD0,0,ARGM-MOD
1206,face,VB,accelerated,JJ,NP,VB1VP0NP0,1,ARG1
1207,face,VB,if,IN,SBAR-ADV,VB1VP0SBAR-ADV0,1,ARGM-ADV
1208,improve,VB,they,PRP,NP-SBJ,VB1VP1VP1S0NP-SBJ0,0,ARG0
1209,improve,VB,n't,RB,RB,VB1VP1VP0RB0,0,ARGM-NEG
1210,improve,VB,their,PRP$,NP,VB1VP0NP0,1,ARG1
1211,improve,VB,by,IN,PP-TMP,VB1VP0PP-TMP0,1,ARGM-TMP
1212,said,VBD,Mrs.,NNP,NP-SBJ,VBD1VP1S0NP-SBJ0,0,ARG0
1213,said,VBD,0,-NONE-,SBAR,VBD1VP0SBAR0,1,ARG1
1214,placed,VBD,she,PRP,NP-SBJ,VBD1VP1S0NP-SBJ0,0,ARG0
1215,placed,VBD,the,DT,NP,VBD1VP1S1SBAR1NP0NP0,0,ARG1
1216,placed,VBD,under,IN,PP-DIR-CLR,VBD1VP0PP-DIR-CLR0,1,ARG2-under
1217,varying,VBG,degrees,NNS,NNS,VBG1NP0NNS0,1,ARG1
1219,made,VBN,genuine,JJ,NP,VBN1VP0NP0,1,ARG1
1220,said,VBD,She,PRP,NP-SBJ,VBD1VP1S0NP-SBJ0,0,ARG0
1221,said,VBD,0,-NONE-,SBAR,VBD1VP0SBAR0,1,ARG1
1222,growing,VBG,realization,NN,NN,VBG1NP-PRD0NN0,1,ARG1
1223,harms,VBZ,denial,NN,NP-SBJ,VBZ1VP1S0NP-SBJ0,0,ARG0
1224,harms,VBZ,all,DT,NP,VBZ1VP0NP0,1,ARG1
1225,trading,VBG,nations,NNS,NNS,VBG1NP0NNS0,1,ARG0
1227,argue,VBP,U.S.,NNP,NP-SBJ,VBP1VP1S0NP-SBJ0,0,ARG0
1228,argue,VBP,that,IN,SBAR,VBP1VP0SBAR0,1,ARG1
1230,hurting,VBG,could,MD,MD,VBG1VP1VP1VP0MD0,0,ARGM-MOD
1231,hurting,VBG,themselves,PRP,NP,VBG1VP0NP0,1,ARG1-REC
1232,hurting,VBG,by,IN,PP,VBG1VP0PP0PP0,1,ARG2-by
1233,hurting,VBG,countries,NNS,NP-SBJ-1,VBG1VP1VP1VP1S0NP-SBJ-10,0,ARG0
1234,hurting,VBG,could,MD,MD,VBG1VP1VP1VP0MD0,0,ARGM-MOD
1235,hurting,VBG,themselves,PRP,NP,VBG1VP0NP0,1,ARG1-REC
1237,discouraging,VBG,countries,NNS,NP-SBJ-1,VBG1VP1S-NOM1PP1PP1VP1VP1VP1S0NP-SBJ-10,0,ARG0
1238,discouraging,VBG,their,PRP$,NP,VBG1VP0NP0,1,ARG1
1239,deterring,VBG,countries,NNS,NP-SBJ-1,VBG1VP1S-NOM1PP1PP1VP1VP1VP1S0NP-SBJ-10,0,ARG0
1241,deterring,VBG,from,IN,PP-CLR,VBG1VP0PP-CLR0,1,ARG2-from
1242,investing,VBG,U.S.,NNP,NP-2,VBG1VP1VP1S-NOM1PP-CLR1VP0NP-20,0,ARG0
1243,investing,VBG,there,RB,ADVP-LOC,VBG1VP1VP0ADVP-LOC0,1,ARG2
1244,marketing,VBG,U.S.,NNP,NP-2,VBG1VP1VP1S-NOM1PP-CLR1VP0NP-20,0,ARG0
1245,marketing,VBG,their,PRP$,NP,VBG1VP0NP0,1,ARG1
1247,lauded,VBD,Mrs.,NNP,NP-SBJ,VBD1VP1S0NP-SBJ0,0,ARG0
1248,lauded,VBD,South,NNP,NP-1,VBD1VP0NP-10,1,ARG1
1249,lauded,VBD,for,IN,PP-CLR,VBD1VP0PP-CLR0,1,ARG2-for
1251,creating,VBG,an,DT,NP,VBG1VP0NP0,1,ARG1
1252,trained,VBN,special,JJ,NP,VBN1VP1NP0NP0,0,ARG2
1255,pursue,VB,movie,NN,NP,VB1VP0NP0,1,ARG1
1256,instituted,VBN,Seoul,NNP,NP-SBJ,VBN1VP1VP1S-TPC-10NP-SBJ0,0,ARG0
1257,instituted,VBN,also,RB,ADVP,VBN1VP1VP1S-TPC-10ADVP0,0,ARGM-DIS
1258,instituted,VBN,effective,JJ,NP,VBN1VP0NP0,1,ARG1
1259,aid,VB,Seoul,NNP,NP-SBJ,VB1VP1VP1S1SBAR1NP1VP1VP1S-TPC-10NP-SBJ0,0,ARG0
1260,aid,VB,these,DT,NP,VB1VP0NP0,1,ARG2
1263,said,VBD,Seoul,NNP,S-TPC-1,VBD1VP1S0S-TPC-10,0,ARG1
1265,improved,VBN,its,PRP$,NP,VBN1VP0NP0,1,ARG1
1266,improved,VBN,by,IN,PP-MNR,VBN1VP0PP-MNR0,1,ARGM-MNR
1267,initialing,VBG,Taiwan,NNP,NP-SBJ-2,VBG1VP1VP1S-NOM1PP-MNR1VP1VP1S0NP-SBJ-20,0,ARG0
1269,amending,VBG,Taiwan,NNP,NP-SBJ-2,VBG1VP1VP1S-NOM1PP-MNR1VP1VP1S0NP-SBJ-20,0,ARG0
1271,introducing,VBG,Taiwan,NNP,NP-SBJ-2,VBG1VP1VP1S-NOM1PP-MNR1VP1VP1S0NP-SBJ-20,0,ARG0
1272,introducing,VBG,legislation,NN,NP,VBG1VP0NP0,1,ARG1
1273,protect,VB,Taiwan,NNP,NP-SBJ-2,VB1VP1VP1S1SBAR1NP1VP1VP1S-NOM1PP-MNR1VP1VP1S0NP-SBJ-20,0,ARG0
1274,protect,VB,foreign,JJ,NP,VB1VP0NP0,1,ARG1
1275,protect,VB,from,IN,PP-CLR,VB1VP0PP-CLR0,1,ARG2-from
1276,compel,VB,That,DT,NP-SBJ,VB1VP1VP1S0NP-SBJ0,0,ARG0
1277,compel,VB,could,MD,MD,VB1VP1VP0MD0,0,ARGM-MOD
1281,pay,VB,Taipei,NNP,NP-SBJ,VB1VP1VP1S0NP-SBJ0,0,ARG0
1282,pay,VB,movie,NN,NP,VB1VP0NP0,1,ARG2
1284,showing,VBG,movie,NN,NP,VBG1VP1S-NOM1PP-PRP1VP0NP0,0,ARG0
1285,showing,VBG,their,PRP$,NP,VBG1VP0NP0,1,ARG1
1286,vowed,VBN,Saudi,NNP,NP-SBJ-2,VBN1VP1VP1S-TPC-10NP-SBJ-20,0,ARG0
1287,vowed,VBN,",",",",PRN,VBN1VP1VP1S-TPC-10PRN0,0,ARGM-DIS
1288,vowed,VBN,*-2,-NONE-,S,VBN1VP0S0,1,ARG1
1289,enact,VB,Saudi,NNP,NP-SBJ-2,VB1VP1VP1S1S1VP1VP1S-TPC-10NP-SBJ-20,0,ARG0
1290,enact,VB,a,DT,NP,VB1VP0NP0,1,ARG1
1291,apply,VB,Saudi,NNP,NP-SBJ-2,VB1VP1VP1S1S1VP1VP1S-TPC-10NP-SBJ-20,0,ARG0
1292,apply,VB,the,DT,NP,VB1VP0NP0,1,ARG1
1293,apply,VB,to,TO,PP,VB1VP0PP-CLR0PP0,1,ARG2-to
1294,apply,VB,Saudi,NNP,NP-SBJ-2,VB1VP1VP1S1S1VP1VP1S-TPC-10NP-SBJ-20,0,ARG0
1295,apply,VB,the,DT,NP,VB1VP0NP0,1,ARG1
1296,apply,VB,to,TO,PP,VB1VP0PP-CLR0PP0,1,ARG2-to
1297,said,VBD,Mrs.,NNP,NP-SBJ,VBD1VP1S0NP-SBJ0,0,ARG0
1298,said,VBD,Saudi,NNP,S-TPC-1,VBD1VP1S0S-TPC-10,0,ARG1
1299,remain,VB,They,PRP,NP-SBJ,VB1VP1VP1S0NP-SBJ0,0,ARG1
1301,remain,VB,on,IN,PP-LOC-PRD,VB1VP0PP-LOC-PRD0,1,ARG3-on
1302,includes,VBZ,a,DT,NP,VBZ1VP1S1SBAR1NP0NP0,0,ARG2
1303,includes,VBZ,17,CD,NP,VBZ1VP0NP0,1,ARG1
1304,deemed,VBN,Those,DT,NP-SBJ-1,VBN1VP1VP1VP1S0NP-SBJ-10,0,ARG1
1305,deemed,VBN,to,TO,VP,VBN1VP0S0VP0,1,ARG2
1306,pose,VB,Those,DT,NP-SBJ-1,VB1VP1VP1S1VP1VP1VP1S0NP-SBJ-10,0,ARG0
1307,pose,VB,less-serious,JJ,NP,VB1VP0NP0NP0,1,ARG1
1308,pose,VB,for,IN,PP,VB1VP0NP0PP0,1,ARG2-for
1309,specializing,VBG,a,DT,NP,VBG1VP1NP0NP0,0,ARG0
1310,specializing,VBG,in,IN,PP-CLR,VBG1VP0PP-CLR0,1,ARG1-in
1311,said,VBD,Gary,NNP,NP-SBJ,VBD1VP1S0NP-SBJ0,0,ARG0
1312,said,VBD,0,-NONE-,SBAR,VBD1VP0SBAR0,1,ARG1
1313,combined,VBN,with,IN,PP-CLR,VBN1VP0PP-CLR0,1,ARG2-with
1314,combined,VBN,the,DT,NP,VBN1VP1NP-SBJ0NP0,0,ARG1
1315,growing,VBG,recognition,NN,NN,VBG1NP0NN0,1,ARG1
1317,protecting,VBG,intellectual,JJ,NP,VBG1VP0NP0,1,ARG1
1318,prompted,VBD,the,DT,NP-SBJ,VBD1VP1S0NP-SBJ0,0,ARG0
1321,made,VBN,by,IN,PP,VBN1VP0PP0,1,ARG0-by
1323,tells,VBZ,us,PRP,NP,VBZ1VP0NP0,1,ARG2
1324,tells,VBZ,What,WP,WHNP-28,VBZ1VP1S1SBAR-NOM-SBJ0WHNP-280,0,ARG1
1325,working,VBG,U.S.,NNP,NP-SBJ,VBG1VP1VP1S0NP-SBJ0,0,ARG0
1326,said,VBD,he,PRP,NP-SBJ,VBD1VP1S0NP-SBJ0,0,ARG0
1328,said,VBD,He,PRP,NP-SBJ,VBD1VP1S0NP-SBJ0,0,ARG0
1330,removed,VBN,the,DT,NP,VBN1VP1VP1VP1S1SBAR1NP0NP0,0,ARG1
1331,removed,VBN,from,IN,PP-CLR,VBN1VP0PP-CLR0,1,ARG2-from
1332,removed,VBN,because,IN,PP-PRP,VBN1VP0PP-PRP0,1,ARGM-CAU
1333,craft,VB,Mexico,NNP,NP-SBJ,VB1VP1VP1S1NP1PP-PRP1VP1VP1VP1S1SBAR1NP1PP1NP-PRD1VP1VP1S0NP-SBJ0,0,ARG0
1334,craft,VB,a,DT,NP,VB1VP0NP0,1,ARG1
1335,said,VBD,Mrs.,NNP,NP-SBJ,VBD1VP1S0NP-SBJ0,0,ARG0
1336,said,VBD,that,IN,SBAR,VBD1VP0SBAR0,1,ARG1
1337,concerned,VBN,the,DT,NP-SBJ,VBN1ADJP-PRD1VP1S0NP-SBJ0,0,ARG1
1338,concerned,VBN,still,RB,ADVP-TMP,VBN1ADJP-PRD1VP0ADVP-TMP0,0,ARGM-TMP
1339,concerned,VBN,about,IN,PP,VBN1ADJP-PRD0PP0,1,ARG0-about
1340,continuing,VBG,progress,NN,NN,VBG1NP0NN0,1,ARG1
1341,complained,VBN,earlier,JJR,NP-SBJ,VBN1VP1VP1S0NP-SBJ0,0,ARG0
1342,complained,VBN,of,IN,PP-CLR,VBN1VP0PP-CLR0,1,ARG1-of
1343,requires,VBZ,The,DT,NP-SBJ,VBZ1VP1S0NP-SBJ0,0,ARG0
1344,requires,VBZ,Mrs.,NNP,NP-SBJ,VBZ1VP0S0NP-SBJ0,1,ARG2
1345,requires,VBZ,to,TO,VP,VBZ1VP0S0VP0,1,ARG1
1346,issue,VB,Mrs.,NNP,NP-SBJ,VB1VP1VP1S0NP-SBJ0,0,ARG0
1347,issue,VB,another,DT,NP,VB1VP0NP0,1,ARG1
1348,issue,VB,by,IN,PP-TMP,VB1VP0PP-TMP0,1,ARGM-TMP
1349,deemed,VBD,So,IN,ADVP-TMP,VBD1VP1VP1S0ADVP-TMP0,0,ARGM-TMP
1350,deemed,VBD,Mrs.,NNP,NP-SBJ,VBD1VP1VP1S0NP-SBJ0,0,ARG0
1351,deemed,VBD,n't,RB,RB,VBD1VP1VP0RB0,0,ARGM-NEG
1353,deemed,VBD,bad,JJ,ADJP-PRD,VBD1VP0S0ADJP-PRD0,1,ARG2
1354,merit,VB,any,DT,NP-SBJ-1,VB1VP1VP1S1ADJP-PRD1S0NP-SBJ-10,0,ARG0
1357,accelerated,VBN,investigation,NN,NN,VBN1NP0NN0,1,ARG1
1360,said,VBD,0,-NONE-,SBAR,VBD1VP0SBAR0,1,ARG1
1361,ask,VB,it,PRP,NP-SBJ,VB1VP1VP1S0NP-SBJ0,0,ARG0
1362,ask,VB,will,MD,MD,VB1VP1VP0MD0,0,ARGM-MOD
1363,ask,VB,creditor,NN,NP-1,VB1VP0NP-10,1,ARG2
1364,ask,VB,*-1,-NONE-,S,VB1VP0S0,1,ARG1
1365,halve,VB,creditor,NN,NP-1,VB1VP1VP1S1VP0NP-10,0,ARG0
1366,halve,VB,its,PRP$,NP,VB1VP0NP0,1,ARG1
1367,developing,VBG,world,NN,NN,VBG1NP0NN0,1,ARG1
1368,believed,VBN,The,DT,NP-SBJ-1,VBN1VP1VP1S0NP-SBJ-10,0,ARG1
1370,called,VBN,by,IN,PP,VBN1VP0PP0,1,ARG0-by
1371,called,VBN,the,DT,NP,VBN1VP1VP1VP1S1SBAR-TMP1NP-PRD0NP0,0,ARGM-TMP
1372,paid,VBN,The,DT,NP-SBJ,VBN1VP1VP1S0NP-SBJ0,0,ARG0
1374,paid,VBN,on,IN,PP,VBN1VP0PP0,1,ARG2-on
1375,paid,VBN,since,IN,PP-TMP,VBN1VP0PP-TMP0,1,ARGM-TMP
1376,aspires,VBZ,Argentina,NNP,NP-SBJ-2,VBZ1VP1S-TPC-10NP-SBJ-20,0,ARG0
1377,aspires,VBZ,*-2,-NONE-,S,VBZ1VP0S0,1,ARG1
1378,reach,VB,Argentina,NNP,NP-SBJ-2,VB1VP1VP1S1VP1S-TPC-10NP-SBJ-20,0,ARG0
1380,said,VBD,Mr.,NNP,NP-SBJ,VBD1VP1S0NP-SBJ0,0,ARG0
1383,met,VBD,Mr.,NNP,NP-SBJ,VBD1VP1S0NP-SBJ0,0,ARG0
1385,met,VBD,with,IN,PP-CLR,VBD1VP0PP-CLR0,1,ARG1-with
1386,meet,VB,Argentine,JJ,NP-SBJ-1,VB1VP1VP1S-PRP1VP1S0NP-SBJ-10,0,ARG0
1387,meet,VB,with,IN,PP-CLR,VB1VP0PP-CLR0,1,ARG1-with
1389,said,VBD,recently,RB,ADVP-TMP,VBD1VP1VP1S0ADVP-TMP0,0,ARGM-TMP
1390,said,VBD,0,-NONE-,SBAR,VBD1VP0SBAR0,1,ARG1
1391,took,VBD,President,NNP,NP,VBD1VP1S1SBAR1NP0NP0,0,ARG0
1392,took,VBD,office,NN,NP,VBD1VP0NP0,1,ARG1
1393,took,VBD,July,NNP,NP-TMP,VBD1VP0NP-TMP0,1,ARGM-TMP
1394,feels,VBZ,the,DT,NP-SBJ,VBZ1VP1S0NP-SBJ0,0,ARG0
1395,feels,VBZ,0,-NONE-,SBAR,VBZ1VP0SBAR0,1,ARG1
1396,solved,VBN,may,MD,MD,VBN1VP1VP1VP0MD0,0,ARGM-MOD
1397,solved,VBN,the,DT,NP-SBJ-31,VBN1VP1VP1VP1S0NP-SBJ-310,0,ARG1
1398,solved,VBN,the,DT,NP,VBN1VP1VP1VP1S1SBAR1NP-PRD0NP0,0,ARG2-MNR
1399,said,VBD,But,CC,CC,VBD1VP1VP1S0CC0,0,ARGM-DIS
1401,said,VBD,not,RB,RB,VBD1VP1VP0RB0,0,ARGM-NEG
1402,said,VBD,before,IN,ADVP-TMP,VBD1VP0ADVP-TMP0,1,ARGM-TMP
1403,said,VBD,that,IN,SBAR,VBD1VP0SBAR0,1,ARG1
1404,wants,VBZ,the,DT,NP-SBJ,VBZ1VP1S0NP-SBJ0,0,ARG0
1405,wants,VBZ,half,PDT,S,VBZ1VP0S0,1,ARG1
1407,report,VB,During,IN,PP-TMP,VB1VP1VP1S0PP-TMP0,0,ARGM-TMP
1408,report,VB,The,NNP,NP-SBJ,VB1VP1VP1S0NP-SBJ0,0,ARG0
1410,report,VB,events,NNS,NP,VB1VP0NP0,1,ARG1
1411,stand,VBP,events,NNS,NP,VBP1VP1S1SBAR1NP0NP0,0,ARG1
1412,stand,VBP,as,IN,PP-CLR,VBP1VP0PP-CLR0,1,ARG2-as
1415,launched,VBN,THREE,CD,NP-SBJ-32,VBN1VP1VP1S0NP-SBJ-320,0,ARG1
1416,launched,VBN,in,IN,PP-TMP,VBN1VP0PP-TMP0,1,ARGM-TMP
1417,came,VBD,That,DT,NP-TMP,VBD1VP1S0NP-TMP0,0,ARGM-TMP
1418,came,VBD,the,DT,NP-SBJ,VBD1VP1S0NP-SBJ0,0,ARG1
1419,came,VBD,to,TO,PP-DIR,VBD1VP0PP-DIR0,1,ARG4-to
1420,use,VB,",",",",PRN,VB1VP1VP1S1VP1VP1S0PRN0,0,ARGM-DIS
1421,use,VB,had,VBD,VBD,VB1VP1VP1S1VP0VBD0,0,ARGM-MOD
1422,use,VB,Apple,NNP,NP-SBJ-1,VB1VP1VP1S1VP1VP1S0NP-SBJ-10,0,ARG0
1425,stored,VBD,Apple,NNP,NP-SBJ-1,VBD1VP1VP1S0NP-SBJ-10,0,ARG0
1426,stored,VBD,",",",",PRN,VBD1VP1VP1S0PRN0,0,ARGM-DIS
1427,stored,VBD,data,NNS,NP,VBD1VP0NP0,1,ARG1
1428,stored,VBD,on,IN,PP-LOC,VBD1VP0PP-LOC0,1,ARGM-LOC
1429,built,VBN,Apple,NNP,NP,VBN1VP1VP1S1SBAR1NP0NP0,0,ARG1
1431,built,VBN,by,IN,PP,VBN1VP0PP0,1,ARG0-by
1433,triggered,VBD,*-1,-NONE-,S-ADV,VBD1VP1S0S-ADV0,0,ARGM-ADV
1434,triggered,VBD,these,DT,NP-SBJ-1,VBD1VP1S0NP-SBJ-10,0,ARG0
1435,triggered,VBD,explosive,JJ,NP,VBD1VP0NP0,1,ARG1
1436,had,VBD,But,CC,CC,VBD1VP1VP1S0CC0,0,ARGM-DIS
1437,had,VBD,the,DT,NP-SBJ,VBD1VP1VP1S0NP-SBJ0,0,ARG0
1438,had,VBD,--,:,PRN,VBD1VP1VP1S0PRN0,0,ARGM-ADV
1439,had,VBD,keyboards,NNS,NP,VBD1VP0NP0,1,ARG1
1440,store,VB,the,DT,NP-SBJ,VB1VP1VP1VP1S0NP-SBJ0,0,ARG0
1441,store,VB,--,:,PRN,VB1VP1VP1VP1S0PRN0,0,ARGM-ADV
1443,store,VB,about,IN,NP,VB1VP0NP0,1,ARG1
1444,store,VB,in,IN,PP-LOC,VB1VP0PP-LOC0,1,ARGM-LOC
1445,have,VBP,Current,JJ,NP-SBJ,VBP1VP1VP1S0NP-SBJ0,0,ARG0
1446,have,VBP,memory,NN,NP,VBP1VP0NP0,1,ARG1
1447,developed,VBD,William,NNP,NP-SBJ,VBD1VP1S0NP-SBJ0,0,ARG0
1448,developed,VBD,in,IN,PP-TMP,VBD1VP1S0PP-TMP0,0,ARGM-TMP
1449,developed,VBD,an,DT,NP,VBD1VP0NP0,1,ARG1
1450,became,VBD,Gates,NNP,NP-SBJ,VBD1VP1S0NP-SBJ0,0,ARG1
1451,became,VBD,an,DT,NP-PRD,VBD1VP0NP-PRD0,1,ARG2
1452,became,VBD,six,CD,SBAR-TMP,VBD1VP0SBAR-TMP0,1,ARGM-TMP
1453,adapted,VBD,IBM,NNP,NP-SBJ,VBD1VP1S0NP-SBJ0,0,ARG0
1454,adapted,VBD,one,CD,NP,VBD1VP0NP0,1,ARG1
1455,adapted,VBD,in,IN,PP-TMP,VBD1VP0PP-TMP0,1,ARGM-TMP
1456,led,VBD,Alan,NNP,NP-SBJ,VBD1VP1S0NP-SBJ0,0,ARG0
1457,led,VBD,the,DT,NP,VBD1VP0NP0,1,ARG1
1458,developed,VBD,the,DT,NP,VBD1VP1S1SBAR1NP0NP0,0,ARG0
1459,developed,VBD,the,DT,NP,VBD1VP0NP0,1,ARG1
1460,allow,VBP,the,DT,NP,VBP1VP1S1SBAR1NP0NP0,0,ARG0
1462,share,VB,PCs,NNS,NP-SBJ,VB1VP1VP1S0NP-SBJ0,0,ARG0
1463,share,VB,data,NNS,NP,VB1VP0NP0,1,ARG1
1466,offer,VB,n't,RB,RB,VB1VP1VP0RB0,0,ARGM-NEG
1467,offer,VB,its,PRP$,NP,VB1VP0NP0,1,ARG1
1468,offer,VB,until,IN,PP-TMP,VB1VP0PP-TMP0,1,ARGM-TMP
1469,offer,VB,as,IN,SBAR-TMP,VB1VP0SBAR-TMP0,1,ARGM-TMP
1470,entered,VBD,many,JJ,NP-SBJ,VBD1VP1S0NP-SBJ0,0,ARG0
1471,entered,VBD,the,DT,NP,VBD1VP0NP0,1,ARG1
1472,total,VBP,Today,NN,NP-TMP,VBP1VP1S0NP-TMP0,0,ARGM-TMP
1473,total,VBP,PC,NN,NP-SBJ,VBP1VP1S0NP-SBJ0,0,ARG1
1474,total,VBP,annually,RB,ADVP-TMP,VBP1VP1S0ADVP-TMP0,0,ARGM-TMP
1475,total,VBP,some,DT,NP,VBP1VP0NP0,1,ARG2-EXT
1476,total,VBP,world-wide,JJ,ADVP-LOC,VBP1VP0ADVP-LOC0,1,ARGM-LOC
1479,acquired,VBD,its,PRP$,NP-SBJ,VBD1VP1S0NP-SBJ0,0,ARG0
1480,acquired,VBD,Kalipharma,NNP,NP,VBD1VP0NP0,1,ARG1
1481,acquired,VBD,for,IN,PP-CLR,VBD1VP0PP-CLR0,1,ARG3-for
1482,sells,VBZ,a,DT,NP,VBZ1VP1S1SBAR1NP-PRD0NP0,0,ARG0
1485,said,VBD,Faulding,NNP,NP-SBJ,VBD1VP1S0NP-SBJ0,0,ARG0
1486,said,VBD,0,-NONE-,SBAR,VBD1VP0SBAR0,1,ARG1
1487,owns,VBZ,it,PRP,NP-SBJ,VBZ1VP1VP1S0NP-SBJ0,0,ARG0
1488,owns,VBZ,33,CD,NP,VBZ1VP0NP0,1,ARG1
1489,has,VBZ,it,PRP,NP-SBJ,VBZ1VP1VP1S0NP-SBJ0,0,ARG0
1490,has,VBZ,an,DT,NP,VBZ1VP0NP0,1,ARG1
